id_medicamento,ium,principio_activo,nombre_comercial,forma_farmaceutica,concentracion,unidad_medida,presentacion_comercial,es_combinado
541,1H1029791001100,"HEPATITIS B, ANTIGENO PURIFICADO",SII SERUM,SUSPENSION INYECTABLE,1,DOSIS/ML,CAJAS X 50 VIALES,0
542,1H1030341000101,"HEPATITIS B, ANTIGENO PURIFICADO",SILCOV,SUSPENSION INYECTABLE,20,MCG/ML (1 DOSIS),CAJA CON 50 VIALES DE UN 1ML,0
543,1H1034661001100,HIDROXICLOROQUINA,CENTURION,TABLETA,400,MG,CAJA X 100 TABLETAS,0
544,1H1034661002100,HIDROXICLOQUINA,FLOURISH PHARMA,TABLEA,400,MG,CAJA X 45 TABLETAS,0
545,1H1034661004100,HIDROXICLOROQUINA,SALUS PHARMACEUTICALS,TABLETA DE LIBERACION MODIFICADA,400,MG,CAJA X 45 TABLETAS,0
546,1H1034661005100,HIDROXICLOROQUINA,NO REPORTADO,TABLETA,400,MG,CAJAS X 30 TABLETAS,0
547,1H1039131001100,HEPARINA SODICA,INHEPAR,SOLUCION INYECTABLE,5000,UI/ML,CAJAS CON UN (1) FRASCO ÁMPULA X 5 ML,0
548,1H1039131002100,HEPARINA SODICA,NO REPORTADO,SOLUCION INYECTABLE,5000,UI/ML,CAJAS X 25 VIALES X 1 ML,0
549,1H1046221001100,HIDROXICARBAMIDA (HIDROXIUREA),ECZANE,CAPSULA,500,MG,CAJAS X 100 CAPSULAS,0
550,1H1046221002100,HIDROXICARBAMIDA (HIDROXIUREA),NO REPORTADO,CAPSULA,500,MG,CAJAS X 100 CAPSULAS,0
551,1H1046221004100,HIDROXICARBAMIDA (HIDROXIUREA),PROPTIVA,CAPSULA,500,MG,CAJAS X 100 CAPSULAS,0
552,1H1046221005100,HIDROXICARBAMIDA (HIDROXIUREA),HYDRINE,CAPSULA,500,MG,CAJAS X 100 CAPSULAS,0
553,1H1046221006100,HIDROXICARBAMIDA (HIDROXIUREA),FLODREA,CAPSULA DE LIBERACION MODIFICADA,500,MG,CAJA X 100 CAPSULAS,0
554,1H1046221007100,HIDROXICARBAMIDA (HIDROXIUREA),SPDROX-C,CAPSULAS,500,MG,CAJAS X 100 CAPSULAS,0
555,1H1046221008100,HIDROXICARBAMIDA (HIDROXIUREA),ZYDROX 500,CAPSULA,500,MG,CAJAS X 100 CAPSULAS,0
556,1H1046221009100,HIDROXICARBAMIDA (HIDROXIUREA),FLODREA-500,CAPSULA,500,MG,CAJA X 100 CAPSULA,0
557,1H1046221011100,HIDROXICARBAMIDA (HIDROXIUREA),GLOUREA 500,CAPSULA,500,MG,CAJAS X 100 CAPSULAS,0
558,1I10000121000100,INHIBIDOR C1 ESTEARASA,CINRYZE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,500,UI,CAJA X 2 VIALES + SOLVENTES,0
559,1I1000121000100,INHIBIDOR C1 ESTERASA,CINRYZE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,500,UI,CAJAS X 2 VIALES,0
560,1I1001001000100,INMUNOGLOBULINA HUMANA CONTRA LA VARICELA ZOSTER,VARITECT CP,SOLUCION INYECTABLE,25,UI/ML,CAJAS X UN (1) VIAL CON 5ML,0
561,1I1002461000,IVACAFTOR,KALYDECO,CAPSULA,150,MG,CAJA X 56 CAPSULAS,0
562,1I1002461000100,IVACAFTOR,KALYDECO,CAPSULA,150,MG,FRASCO X 56 CAPSULAS,0
563,1I1006571000100,INDOMETACINA,METIN-DAP,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,1,MG/ML,CAJA X 1 VIAL,0
564,1I1007131003100,ISOPROTERENOL CLORHIDRATO (ISOPRENALINA CLORHIDRATO),NO REPORTADO,SOLUCION INYECTABLE,0.2,MG/ML,CAJAS X 10 AMPOLLAS X 5 ML,0
565,1I1007131004100,ISOPRENALINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,0.2,MG/ML,CAJAS X 5 AMPOLLAS DE 1ML,0
566,1I1023301000100,ISONIAZIDA,ISONADVAN,JARABE,2000/100,MG/ML,CAJA X UN FRASCO DE 200 ML,0
567,1I1024081000100,INMUNOGLOBULINA HUMANA ANTI D,RHOCLONE,SOLUCION INYECTABLE,0.3,MG/ML,CAJAS X 1 VIAL X 1ML,0
568,1I1024081000101,INMUNOGLOBULINA HUMANA ANTI D,RHOCLONE,SOLUCION INYECTABLE,300,MCG,CAJA X 1 VIAL X 2 ML,0
569,1I1024081001100,INMUNOGLOBULINA HUMANA ANTI D,NEXT PHARMA,SOLUCION INYECTABLE,300,MCG,CAJA X 1 AMPOLLA,0
570,1I1024231000100,INMUNOGLOBULINA HUMANA ANTI D,RHOPHYLAC,SOLUCION INYECTABLE,300,MCG,JERINGA PRELLENADA X 2ML,0
571,1I1024251000100,IVACAFTOR,KALYDECO,TABLETA,150,MG,CAJAS X 56 TABLETAS,0
572,1I1026751000100,INHIBIDOR C1 ESTEARASA,CINRYZE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,500,UI,CAJA X 2 VIALES + SOLVENTES,0
573,1I1027231000100,IBRITUMOMAB - TIUXETAN,ZEVALIN,SOLUCION INYECTABLE,3.2,MG,AMPOLLA,0
574,1I1027481000100,INTERFERON ALFA 2 BETA,INTALFA,SOLUCION INYECTABLE,3,MUI/ML,CAJA X 1 VIAL X 1 ML,0
575,1I1027571000100,INTERFERON ALFA 2 BETA HUMANO RECOMBINANTE,BIOFERON,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MUI,CAJA X 1 VIAL X 1 ML,0
576,1I1027571000101,INTERFERON ALFA 2 BETA,BIOFERON,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MUI/ML,CAJAS. CADA CAJA CON UN (1) VIAL + UNA (1) AMPOLLA CON DILUYENTE + UNA (1) JERINGA DESCARTABLE + DOS (2) AGUJAS DESCARTABLES,0
577,1I1027611000100,INTERFERON ALFA 2 BETA,INTRON A,POLVO PARA RECONSTITUIR,10,MUI,CAJA X 1 VIAL X 1 ML,0
578,1I1030991004100,INMUNOGLOBULINA HUMANA NORMAL,BIOVEN MONO,SOLUCION INYECTABLE,50,MG/ML,CAJA X 1 VIAL X 100 ML,0
579,1I1030991005100,INMUNOGLOBULINA HUMANA NORMAL,IMMUNOREL,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL DE 100 ML,0
580,1I1030991006100,INMUNOGLOBULINA HUMANA NORMAL,V-IMMUNE,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 FRASCO VIAL DE 100 ML,0
581,1I1030991007100,INMUNOGLOBULINA HUMANA NORMAL,GAMMARAAS,SOLUCION INYECTABLE,50,MG/ML,CAJA X 1 VIAL X 100 ML,0
582,1I1030991008100,INMUNOGLOBULINA HUMANA NORMAL,VIRCHOW,SOLUCION INYECTABLE,50,MG/ML,CAJA X 1 VIAL X 50 ML,0
583,1I1030991009100,INMUNOGLOBULINA HUMANA NORMAL,IMMUGLO,SOLUCION INYECTABLE,50,MG/ML,CAJAS. CADA CAJA CON UN (1) VIAL X 100ML,0
584,1I1030991009101,INMUNOGLOBULINA HUMANA NORMAL,IMMUGLO,SOLUCION INYECTABLE,50,MG/ML,CAJAS PLEGADIZAS X UN (1) VIAL X 100 ML,0
585,1I1030991009102,INMUNOGLOBULINA HUMANA NORMAL,IMMUGLO,SOLUCION INYECTABLE,50,MG/ML,FRASCOS X 100ML,0
586,1I1030991010100,INMUNOGLOBULINA HUMANA NORMAL,GLOBUCEL,SOLUCION INYECTABLE,50,MG/ML,VIAL X 100 ML,0
587,1I1030991011100,INMUNOGLOBULINA HUMANA NORMAL,PIN PARA IG,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL X 100 ML,0
588,1I1030991013100,INMUNOGLOBULINA HUMANA NORMAL,NO REPORTADO,SOLUCION INYECTABLE,50,MG/ML,CAJAS PLEGADIZAS. CADA CAJA CON UN (1) VIAL X 100 ML,0
589,1I1030991015100,INMUNOGLOBULINA HUMANA NORMAL,PROGLOB,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL X 100 ML,0
590,1I1030991016100,INMUNOGLOBULINA HUMANA NORMAL,GLOBULIC,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL,0
591,1I1030991017100,INMUNOGLOBULINA HUMANA NORMAL,WILLOW,SOLUCION INYECTABLE,50,MG/ML,CAJA X 1 VIAL X 100 ML,0
592,1I1030991018101,INMUNOGLOBULINA HUMANA NORMAL,LIV-GAMMA,SOLUCION INYECTABLE,50,MG/ML,CAJAS. CADA CAJA CON UN VIAL,0
593,1I1030991019100,INMUNOGLOBULINA HUMANA NORMAL,GAMMA,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL X 100ML,0
594,1I1030991020100,INMUNOGLOBULINA HUMANA NORMAL,SUNGLOB,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL X 100 ML,0
595,1I1030991021100,INMUNOGLOBULINA HUMANA NORMAL,OCTAGAM,SOLUCION INYECTABLE,50,MG/ML,VIALES X 100 ML,0
596,1I1030991022100,INMUNOGLOBULINA HUMANA NORMAL,GAMMA IV-5,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL X 100 ML,0
597,1I1030991023100,INMUNOGLOBULINA HUMANA NORMAL,IMMUPRO,SOLUCION INYECTABLE,50,MG/ML,CAJAS. CADA CAJA CON UN (1) VIAL X 100ML,0
598,1I1030991024100,INMUNOGLOBULINA,PLASMAGLOB,SOLUCION INYECTABLE,50,MG/ML,CAJAS X UN VIAL DE 100 ML,0
599,1I1031881000100,INTERFERON ALFA,INTRON A,SOLUCION INYECTABLE,10,MUI/ML,CAJA X 1 VIAL,0
600,1I1032911001100,INSULINA HUMANA,INSULEX N,SUSPENSION INYECTABLE,100,UI/ML,CAJAS X 1 VIAL DE 10 ML,0
601,1I1032911002100,INSULINA HUMANA,INSULEX R,SOLUCION INYECTABLE,100,UI/ML,CAJA X UN VIAL DE 10 ML,0
602,1I1033361001100,INMUNOGLOBULINA HUMANA NORMAL,HIZENTRA,SOLUCION INYECTABLE,200,MG/ML,CAJAS X 1 VIAL X 5ML,0
603,1I1033361001101,INMUNOGLOBULINA HUMANA NORMAL,HIZENTRA,SOLUCION INYECTABLE,200,MG/ML,CAJAS X 1 VIAL X 10 ML,0
604,1I1033361001102,INMUNOGLOBULINA HUMANA NORMAL,HIZENTRA,SOLUCION INYECTABLE,200,MG/ML,CAJAS X 1 VIAL X 20 ML,0
605,1I1033701000100,INTERFERON ALFA 2B (RECOMBINANTE),NO REPORTADO,SOLUCION INYECTABLE,5,MUI,"CAJAS X 1 VIAL DE 0,5 ML",0
606,1I1033751000101,INMUNOGLOBULINA,PANZYGA,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 VIAL X 50 ML,0
607,1I1033751001100,INMUNOGLOBULINA HUMANA NORMAL,BIOVEN,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 VIAL X 50 ML,0
608,1I1033751001101,INMUNOGLOBULINA HUMANA NORMAL,BIOVEN,SOLUCION INYECTABLE,100,MG/ML,CAJAS X 1 VIAL X 100ML,0
609,1I1033751002100,INMUNOGLOBULINA HUMANA NORMAL,BIOVEN,SOLUCION INYECTABLE PARA INFUSION,100,MG/ML,CAJAS X 1 VIAL X 50 ML,0
610,1I1033751003100,INMUNOGLOBULINA,IMMUNOREL,SOLUCION PARA INFUSION,100,MG/ML,CAJAS X UN (1) VIAL X 50 ML,0
611,1I1033751004100,INMUNOGLOBULINA HUMANA NORMAL,HYQVIA,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 VIAL X 25 ML,0
612,1I1033751004101,INMUNOGLOBULINA NORMAL,HYQVIA,SOLUCION PARA PERFUSION,100,MG/ML,"VIAL X 50 ML + VIAL DE HIALURONIDASA RECOMBINANTE X 2,5 ML",0
613,1I1033751007100,INMUNOGLOBULINA NORMAL,PRIVIGEN,SOLUCION PARA PERFUSION,100,MG/ML,CAJAS X 1 VIAL X 50 ML,0
614,1I1033801000100,INMUNOGLOBULINA,CUTAQUIG,SOLUCION INYECTABLE,165,MG/ML,CAJA X VIAL X 24 ML,0
615,1I1033801001100,INMUNOGLOBULINA,SUBGLOBIN,SOLUCION INYECTABLE,165,MG/ML,CAJAS X 1 AMPOLLA X 20 ML,0
616,1I1033931000100,INMUNOGLOBULINA HUMANA NORMAL,BIOVEN MONO,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL. CADA VIAL POR 100 ML,0
617,1I1034601000100,INOTERSEN,TEGSEDI,SOLUCION INYECTABLE,189.333,MG/ML,"CAJA X 1 JERINGA X 1,5 ML",0
618,1I1034601000101,INOTERSEN,TEGSEDI,SOLUCION INYECTABLE,189.3333,MG/ML,"CAJAS X 4 JERINGAS PRECARGADAS X 1,5 ML",0
619,1I1035001000100,IDEBENONA,RAXONE,TABLETA,150,MG,FRASCOS X 180 TABLETAS,0
620,1I1035001000101,IDEBENONA,RAXONE,TABLETA,150,MG,CAJAS X 180 TABLETAS,0
621,1I1038731000100,INTERFERON ALFA 2 BETA,RELEFERON,SOLUCION INYECTABLE,6,MUI/ML,"CAJA X 1 VIAL DE 0,5 ML",0
622,1I1039341000100,INTERFERON ALFA 2 BETA,RELIFERON,SOLUCION INYECTABLE,6,MUI/ML,"CAJAS X 1 VIAL DE 0,5 ML",0
623,1I1041491000100,INTERFERON ALFA 2 BETA,URIFRON,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VARIAS,VARIAS,FRASCO AMPULA CON POLVO LIOFILIZADO + AMPOLLETA DE DILUYENTE POR 5 MUI,0
624,1I1041491000101,INTERFERON ALFA 2 BETA,URIFRON,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MUI/ML,CAJA X UN VIAL DE 1 ML+ JERINGA PRELLENADA CON 1 ML DE DILUENTE,0
625,1I1041631000100,INTERFERON ALFA 2A,PEGASYS,SOLUCION INYECTABLE,360,MG/ML,CAJA X AMPOLLA DE 0.5 ML,0
626,1I1042171000100,INTERFERON ALFA 2A,PEGASYS,SOLUCION INYECTABLE,360,MCG/ML,CAJAS X UNA (1) AMPOLLA DE 0.5 ML,0
627,1I1043001000100,ISATUXIMAB,SARCLISA,SOLUCION INYECTABLE,20,MG/ML,CAJAS CON UN (1) VIAL,0
628,1I1043001000101,ISATUXIMAB,SARCLISA,SOLUCION INYECTABLE,20,MG/ML,CAJAS CON UN (1) VIAL,0
629,1I1050371000100,INMUNOGLOBULINA HUMANA NORMAL,BERIGLOBINA,SOLUCION INYECTABLE,160,MG/ML,CAJA X 1 JERINGA X 5 ML,0
630,1I1061461000100,INTERFERON ALFA - 2B,BIOFERON,SOLUCION INYECTABLE,10,MUI/ML,CAJA X 1 VIAL X 1 ML,0
631,1I1062421000100,INTERFERON ALFA 2B (RECOMBINANTE),RELIFERON,SOLUCION INYECTABLE,10,MUI/ML,CAJAS. CADA CAJA CON UN (1) VIAL,0
632,1I1062511000101,IDEBENONA,SMART NUTRITION,CAPSULA,150,MG,CAJA X 30 CÁPSULAS,0
633,1I1063581000100,IRINOTECAN LIPOSAMAL PEGILADO,ONIVYDE,SOLUCION INYECTABLE,"4,3",MG/ML,CAJAS X 1 VIAL X 10 ML,0
634,1I1063711000100,IDURSULFASA BETA,HUNTERASE ICV,SOLUCION INYECTABLE,15,MG,CAJAS X 1 VIAL,0
635,1I1064451000100,IVOSIDENIB,TIBSOVO,TABLETA,250,MG,FRASCOS X 60 TABLETAS,0
636,1K1034751000100,KETAMINA,FEPARVI,VARIAS,50,MG/ML,CAJA X 10 VIALES DE 10 ML,0
637,1K1034751002100,KETAMINA,KETAM,SOLUCION INYECTABLE,50,MG/ML,CAJAS X UNA (1) AMPOLLA X 10 ML,0
638,1L1001081000101,LIOTIRONINA,LIOTHYRONINE SODIUM,TABLETA,50,MCG,FRASCOS X 90 TABLETAS,0
639,1L1001081001100,LIOTIRONINA T3,CYTOMEL,TABLETA,50,MCG,FRASCO X 100 TABLETAS,0
640,1L1001391000100,LEVOCARNITINA,CARNITOR,SOLUCION ORAL,100,MG/ML,FRASCO X 118 ML,0
641,1L1001391001100,LEVOCARNITINA,L-CARNITINA,SOLUCION ORAL,100,MG/ML,FRASCO X 120 ML,0
642,1L1001621000100,LEVOCARNITINA,CARNITOR,TABLETA,330,MG,CAJA X 90 TABLETAS,0
643,1L1001621001101,L-CARNITINA,LACARNIT,TABLETA,330,MG,"CAJAS. CADA CAJA CON 10 BLISTER, CADA BLISTER CON 10 TABLETAS",0
644,1L1003331000100,LIOTIRONINA,LIOTHYRONINE SODIUM,TABLETA,25,MCG,FRASCOS POR 100 TABLETAS,0
645,1L10033310001101,LIOTIRONINA,SIGMAPHARM,TABLETA,25,MCG,FRASCO X 90 TABLETAS,0
646,1L1003331001100,LIOTIRONINA,SIGMAPHARM,TABLETA,25,MCG,FRASCO X 100 TABLETAS,0
647,1L1003331001101,LIOTIRONINA,NO REPORTADO,TABLETA,25,MCG,FRASCOS X 90 TABLETAS,0
648,1L1003331003100,LIOTIRONINA,CYTOMEL,TABLETA,25,MCG,FRASCOS POR 100 TABLETAS,0
649,1L1003331004100,LIOTIRONINA,CYNOMEL,TABLETA,25,MCG,CAJA X 30 TABLETAS,0
650,1L1003331005100,LIOTIRONINA,NO REPORTADO,TABLETA,25,MCG,FRASCOS X 90 TABLETAS,0
651,1L1005651000100,LIDOCAINA CLORHIDRATO,PISACAINA,SOLUCION INYECTABLE,10,MG/ML,CAJAS X UN FRASCO AMPULA X 50 ML,0
652,1L1005651000101,LIDOCAINA CLORHIDRATO,PISACAINA 1%,SOLUCION INYECTABLE,10,MG/ML,CAJA X 5 FRASCOS X 50 ML,0
653,1L1005651000102,LIDOCAINA CLORHIDRATO,PISACAINA,SOLUCION INYECTABLE,10,MG/ML,FRASCOS AMPULA CON 50 ML,0
654,1L1005651001100,LIDOCAINA CLORHIDRATO,LIDOCAINA 1%,SOLUCION INYECTABLE,10,MG/ML,FRASCO AMPULA X 50 ML,0
655,1L1005651002100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,10,MG/ML,CAJAS X 10 AMPOLLAS PLÁSTICAS DE 10ML C/U,0
656,1L1005651002101,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,10,MG/ML,CAJAS X 10 VIALES DE VIDRIO X 20ML C/U,0
657,1L1005931001100,177-LU CLORURO DE LUTECIO 177,SPECTON,SOLUCION INYECTABLE,27.75,MEQ,CONTENEDOR X 1 VIAL X 200 MCI,0
658,1L1005941000100,177-LU CLORURO DE LUTECIO 177,ITG,SOLUCION INYECTABLE,37,MEQ,CONTENEDOR X 1 VIAL X 200 MCI,0
659,1L1005941001100,177-LU CLORURO DE LUTECIO 177,SPECTRON,SOLUCION INYECTABLE,37,MBQ,CONTENEDOR X 1 VIAL X 200 ΜL,0
660,1L1005941002100,177-LU CLORURO DE LUTECIO 177,ISO SOLUTIONS,SOLUCION INYECTABLE,7.4,GBQ / VIAL,CONTENEDORES X UN (1) VIAL DE 200 ΜL,0
661,1L1005941003100,177-LU CLORURO DE LUTECIO 177,NUCLEOFARMA,SOLUCION INYECTABLE,7.4,GBQ / VIAL,CONTENEDOR X 1 VIAL X 200 ΜL,0
662,1L1008071000100,LEVOTIROXINA,TIROSINT,CAPSULA,125,MCG,CAJA X 28 CAPSULAS,0
663,1L1008141000100,LIOTIRONINA,CYTOMEL,TABLETA,25,MCG,FRASCO X 100 TABLETAS,0
664,1L1014091000100,LOMUSTINA,CEENU,CAPSULA,40,MG,FRASCO X 20 CAPSULAS,0
665,1L1014421000100,LEVOTIROXINA,L-THYROXIN HENNING INJECT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.514,MG,CAJA X 1 VIAL X 5ML,0
666,1L101803100110,LIDOCAINA CLORHIDRATO,LIDOCAINA,SOLUCION INYECTABLE,20,MG/ML,AMPOLLAS,0
667,1L1018031001100,LIDOCAINA CLORHIDRATO,FRESENIUS KABI,SOLUCION INYECTABLE,20,MG,CAJA X 100 AMPOLLAS X 10 ML,0
668,1L1018031002100,LIDOCAINA CLORHIDRATO,PISACAINA 2%,SOLUCION INYECTABLE,20,MG/ML,FRASCOS AMPULA X 50 ML,0
669,1L1018031002101,LIDOCAINA CLORHIDRATO,PISACAINA 2%,SOLUCION INYECTABLE,20,MG/ML,CAJA X 10 AMPOLLAS X 10 ML,0
670,1L1018031003100,LIDOCAINA,TECFARMA,SOLUCION INYECTABLE,20,MG/ML,CAJA X 5 AMPOLLAS DE 10 ML,0
671,1L1018031004100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS X 10 AMPOLLAS PLÁSTICAS DE 10ML C/U,0
672,1L1018031004101,LIDOCAINA CLORHIDRATO,AGUETTANT,SOLUCION INYECTABLE,20,MG/ML,CAJA X 10 VIALES DE 20 ML,0
673,1L1018031005100,LIDOCAINA CLORHIDRATO,LIDOCAINA,SOLUCION INYECTABLE,20,MG/ML,CAJA X 1 VIAL,0
674,1L1018031006100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS. CADA CAJA CON UN (1) VIAL,0
675,1L1018031007100,LIDOCAINA CLORHIDRATO,LIVLOCAINE,SOLUCION INYECTABLE,20,MG/ML,CAJAS X 1 VIAL X 50 ML,0
676,1L1018031008101,LIDOCAINA,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS X UN (1) VIAL DE 10ML,0
677,1L1018031009100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS PLEGADIZAS X 1 VIAL DE 10ML,0
678,1L1018031010100,LIDOCAINA,FEPARVI,SOLUCION INYECTABLE,20,MG/ML,CAJAS X 25 VIALES X 50 ML,0
679,1L1018031011100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS. CADA CAJA CON UN (1) VIAL DE 20 ML,0
680,1L1022261000100,LENVATINIB,LENVIMA,CAPSULA,4,MG,CAJAS X 30 CÁPSULAS,0
681,1L1022261001100,LENVATINIB,KISPLYX,CAPSULA,4,MG,CAJA X 30 CÁPSULAS,0
682,1L1022271000100,LENVATINIB,LENVIMA,CAPSULA,10,MG,CAJAS X 30 CÁPSULAS,0
683,1L1022271001100,LENVATINIB,KISPLYX,CAPSULA,10,MG,CAJA X 30 CÁPSULAS,0
684,1L1023231000100,ACIDO LEVOMEFOLICO,5-MTHF,CAPSULA,15,MG,FRASCO X 30 CÁPSULAS,0
685,1L1025421000100,177-LU CLORURO DE LUTECIO 177,ITG,SOLUCION INYECTABLE,7.4,GBQ / VIAL,CONTENEDORES X UN (1) VIAL X 200 MCI,0
686,1L1026871000100,177-LU CLORURO DE LUTECIO 177,SPECTRON,SOLUCION INYECTABLE,5550,MBQ / VIAL,CONTENEDOR X 200 ΜL,0
687,1L1026881000100,177-LU CLORURO DE LUTECIO 177,SPECTRON,SOLUCION INYECTABLE,37,MBQ,CONTENEDOR X 1 VIAL X 200 ΜL,0
688,1L1026881001100,177-LU CLORURO DE LUTECIO 177,DOTATOC,SOLUCION INYECTABLE,200,MCI,VIALES,0
689,1L1028671000100,177-LU CLORURO DE LUTECIO 177,SPECTRON,SOLUCION INYECTABLE,27.75,MEQ,CONTENEDOR X 1 VIAL X 200 MCI,0
690,1L1029621000100,LEVOTIROXINA,NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.05,MG/ML,CAJAS X 1 VIAL DE 10 ML,0
691,1L1033711000100,LEVOTIROXINA,TIROSINT,CAPSULA,150,MCG,CAJA X 30 CÁPSULAS,0
692,1L1034901000100,LORLATINIB,LORBRENA,TAB LETA,100,MG,FRASCO X 30 TABLETAS,0
693,1L1034901001100,LORLATINIB,LORVIQUA,TAB LETA,100,MG,CAJAS X 30 TABLETAS,0
694,1L1037301000100,LAROTRECTINIB,VITRAKVI,CAPSULA,100,MG,FRASCOS X 56 CÁPSULAS,0
695,1L1038181000100,177-LU CLORURO DE LUTECIO 177,ISO SOLUTIONS,SOLUCION INYECTABLE,7.4,GBQ / VIAL,CONTENEDOR X 1 VIAL X 200 ΜL,0
696,1L1040701000100,LUSPATERCEPT,REBLOZYL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,75,MG,"CAJAS POR UN (1) VIAL X 1,5 ML",0
697,1L1040701000101,LUSPATERCEPT 25 MG,REBLOZYL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MG/ML,CAJA X VIAL DE 0.5 ML,0
698,1L1063461000100,LUMASIRAN SODICO,OXLUMO,SOLUCION INYECTABLE,189,MG/ML,"CAJA X 1 VIAL DE 0,5 ML",0
699,1M1000081000100,MITOTANO,LYSODREN,CAPSULA,500,MG,FRASCO X 100 TABLETAS,0
700,1M1000341000100,MITOTANO,LYSODREN,TABLETA,500,MG,CAJA X 100 TABLETAS,0
701,1M1000341000101,MITOTANO,LYSODREN,TABLETA,500,MG,FRASCOS X 100 TABLETAS,0
702,1M1000341001100,MITOTANE,MITOTANE,TABLETA,500,MG,FRASCO X 100 TABLETAS,0
703,1M1000831000100,METRELEPTIN,MYALEPT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,11.3,MG,CAJA X 1 VIAL + SOLVENTE,0
704,1M1000831000101,METRELEPTIN,MYALEPT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,3,MG/VIAL,CAJAS X 1 VIAL,0
705,1M1000831000103,METRELEPTIN,MYALEPT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,3,MG/VIAL,"CAJAS X 30 VIALES X 0,6 ML",0
706,1M1000831000104,METRELEPTIN,MYALEPT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MG/ML,"CAJAS X 1 VIAL X 2,26 ML + FRASCO CON AGUA BACTERIOSTATICA",0
707,1M1000831001100,METRELEPTIN,MYALEPTA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,11.3,MG,CAJA X 30 VIALES,0
708,1M10008311000100,METRELEPTIN,MYALEPT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,11.3,MG,CAJA X 1 VIAL + AMPOLLA DE AGUA BACTERIOSTATICA,0
709,1M1001541000100,CISTEAMINA CLORHIDRATO,CYSTADROPS,SOLUCION,5.6,MG,FRASCO X 5ML,0
710,1M1005531001100,METOTREXATO,NO REPORTADO,SOLUCION INYECTABLE,25,MG/ML,VIALES DE VIDRIO DE 500 MG POR 20 ML,0
711,1M1005531001101,METOTREXATO,NO REPORTADO,SOLUCION INYECTABLE,25,MG/ML,VIALES DE VIDRIO DE 50 MG POR 2 ML,0
712,1M1005531002100,METOTREXATO,UNITREXATE,SOLUCION INYECTABLE,25,MG/ML,VIALES POR 500MG EN 20 ML CADA UNO,0
713,1M1005531002101,METOTREXATO,UNITREXATE,SOLUCION INYECTABLE,25,MG/ML,CAJA X 10 VIALES X 20ML,0
714,1M1005531004100,METOTREXATO,NEXT PHARMA,SOLUCION INYECTABLE,25,MG/ML,CAJA X 1 VIAL,0
715,1M1005531004101,METOTREXATO,NO REPORTADO,SOLUCION INYECTABLE,25,MG/ML,VIALES POR 50MG EN 2 ML CADA UNO,0
